container_num_short,container_num_lobg,departure_date,eta,arrival_date,station,ci_number,custom_clearance,gtd,assortment,quantity,assortment_id
B14,SEKU6520343,13.05.2024,23.06.2024,06.06.2024,Белый Раст,SN1240510002B,да,,AA.02.02.0005,50,
B14,SEKU6520343,13.05.2024,23.06.2024,06.06.2024,Белый Раст,SN1240510002B,да,,AA.01.01.0065,35,
B15,NEPU4538700,13.05.2024,23.06.2024,06.06.2024,Белый Раст,SN1240510002C,да,,CB.002.0204.003,318,
B15,NEPU4538700,13.05.2024,23.06.2024,06.06.2024,Белый Раст,SN1240510002C,да,,CB.002.0603.001,50,
B15,NEPU4538700,13.05.2024,23.06.2024,06.06.2024,Белый Раст,SN1240510002C,да,,C.01.SPF02.0017,100,
B15,NEPU4538700,13.05.2024,23.06.2024,06.06.2024,Белый Раст,SN1240510002C,да,,C.01.SPF01.0028,12,
B15,NEPU4538700,13.05.2024,23.06.2024,06.06.2024,Белый Раст,SN1240510002C,да,,C.01.SPF01.0010,6,
B15,NEPU4538700,13.05.2024,23.06.2024,06.06.2024,Белый Раст,SN1240510002C,да,,C.01.SPF02.0012,6,
B15,NEPU4538700,13.05.2024,23.06.2024,06.06.2024,Белый Раст,SN1240510002C,да,,1.01.18.0314,6,
B15,NEPU4538700,13.05.2024,23.06.2024,06.06.2024,Белый Раст,SN1240510002C,да,,C.01.SPF02.0016,3,
B15,NEPU4538700,13.05.2024,23.06.2024,06.06.2024,Белый Раст,SN1240510002C,да,,C.01.SPF02.0020,9,
B15,NEPU4538700,13.05.2024,23.06.2024,06.06.2024,Белый Раст,SN1240510002C,да,,C.01.SPF02.0012,117,
B15,NEPU4538700,13.05.2024,23.06.2024,06.06.2024,Белый Раст,SN1240510002C,да,,1.01.18.0314,117,
B15,NEPU4538700,13.05.2024,23.06.2024,06.06.2024,Белый Раст,SN1240510002C,да,,C.01.SPF02.0013,3,
B15,NEPU4538700,13.05.2024,23.06.2024,06.06.2024,Белый Раст,SN1240510002C,да,,1.01.18.0032,3,
B15,NEPU4538700,13.05.2024,23.06.2024,06.06.2024,Белый Раст,SN1240510002C,да,,C.01.SPF02.0011,4,
B15,NEPU4538700,13.05.2024,23.06.2024,06.06.2024,Белый Раст,SN1240510002C,да,,1.01.18.0032,4,
B15,NEPU4538700,13.05.2024,23.06.2024,06.06.2024,Белый Раст,SN1240510002C,да,,1.01.07.1161,36,
B15,NEPU4538700,13.05.2024,23.06.2024,06.06.2024,Белый Раст,SN1240510002C,да,,1.01.07.0824,31,
B15,NEPU4538700,13.05.2024,23.06.2024,06.06.2024,Белый Раст,SN1240510002C,да,,1.01.07.0825,36,
B16,WSDU4984655,04.06.2024,04.07.2024,08.07.2024,Электроугли,SN1240528002A,да,,CB.002.0224.0003,130,
B16,WSDU4984655,04.06.2024,04.07.2024,08.07.2024,Электроугли,SN1240528002A,да,,CB.002.0604.0002.15,49,
B16,WSDU4984655,04.06.2024,04.07.2024,08.07.2024,Электроугли,SN1240528002A,да,,CB.002.0604.0002.13,0,
B16,WSDU4984655,04.06.2024,04.07.2024,08.07.2024,Электроугли,SN1240528002A,да,,CB.002.0604.0002.11,20,
B16,WSDU4984655,04.06.2024,04.07.2024,08.07.2024,Электроугли,SN1240528002A,да,,CB.002.0604.0002,1,
B17,SNBU8157510,04.06.2024,04.07.2024,08.07.2024,Электроугли,SN1240528002B,да,,CB.002.0604.0002,34,
B17,SNBU8157510,04.06.2024,04.07.2024,08.07.2024,Электроугли,SN1240528002B,да,,CB.002.0604.0002.15,37,
B17,SNBU8157510,04.06.2024,04.07.2024,08.07.2024,Электроугли,SN1240528002B,да,,CB.002.0604.0002.13,24,
B17,SNBU8157510,04.06.2024,04.07.2024,08.07.2024,Электроугли,SN1240528002B,да,,CB.002.0604.0002.11,38,
B17,SNBU8157510,04.06.2024,04.07.2024,08.07.2024,Электроугли,SN1240528002B,да,,CB.002.0606.0001,200,
B17,SNBU8157510,04.06.2024,04.07.2024,08.07.2024,Электроугли,SN1240528002B,да,,CB.002.0605.001,100,
B17,SNBU8157510,04.06.2024,04.07.2024,08.07.2024,Электроугли,SN1240528002B,да,,CB.050.0224.0005,6,
B18,SEKU6297733,04.06.2024,04.07.2024,08.07.2024,Электроугли,SN1240528002C,нет,,CB.050.0224.0005,552,
H4,NEPU4562882,01.06.2024,01.07.2024,22.06.2024,Электроугли,SN1240528002D,да,,C.01.SPF02.0014,220,
H4,NEPU4562882,01.06.2024,01.07.2024,22.06.2024,Электроугли,SN1240528002D,да,,C.01.SPF02.0019,317,
H4,NEPU4562882,01.06.2024,01.07.2024,22.06.2024,Электроугли,SN1240528002D,да,,C.01.SPF02.0015,323,
B19,NEPU4587710,01.06.2024,01.07.2024,22.06.2024,Электроугли,SN1240528002E,да,,CB.002.0640.001,0,
B19,NEPU4587710,01.06.2024,01.07.2024,22.06.2024,Электроугли,SN1240528002E,да,,AF.05.01.0020,0,
B19,NEPU4587710,01.06.2024,01.07.2024,22.06.2024,Электроугли,SN1240528002E,да,,CB.050.0224.0005,147,
B20,BURU6668247,01.06.2024,01.07.2024,22.06.2024,Электроугли,SN1240528002F,нет,,CB.050.0224.0005,70,
B20,BURU6668247,01.06.2024,01.07.2024,22.06.2024,Электроугли,SN1240528002F,нет,,CB.002.0240.001,15,
B20,BURU6668247,01.06.2024,01.07.2024,22.06.2024,Электроугли,SN1240528002F,нет,,CB.002.0240.001,3,
B20,BURU6668247,01.06.2024,01.07.2024,22.06.2024,Электроугли,SN1240528002F,нет,,CB.002.0640.001,20,
B20,BURU6668247,01.06.2024,01.07.2024,22.06.2024,Электроугли,SN1240528002F,нет,,CB.033.1404.0001,3,
B20,BURU6668247,01.06.2024,01.07.2024,22.06.2024,Электроугли,SN1240528002F,нет,,CB.033.1424.0001,6,
B20,BURU6668247,01.06.2024,01.07.2024,22.06.2024,Электроугли,SN1240528002F,нет,,JDB.C01.MIZ01.0004,18,
B20,BURU6668247,01.06.2024,01.07.2024,22.06.2024,Электроугли,SN1240528002F,нет,,CB.002.0204.003,1,
B20,BURU6668247,01.06.2024,01.07.2024,22.06.2024,Электроугли,SN1240528002F,нет,,C.01.SPF02.0015,175,
B20,BURU6668247,01.06.2024,01.07.2024,22.06.2024,Электроугли,SN1240528002F,нет,,C.01.SPF02.0021,411,
B21,NEPU6006861,30.05.2024,15.07.2024,15.07.2024,Санкт-Петербург,SN1240528001,да,,CB.002.0204.003,5,
B21,NEPU6006861,30.05.2024,15.07.2024,15.07.2024,Санкт-Петербург,SN1240528001,да,,CB.002.0205.001,5,
B21,NEPU6006861,30.05.2024,15.07.2024,15.07.2024,Санкт-Петербург,SN1240528001,да,,CB.002.0240.001,4,
B21,NEPU6006861,30.05.2024,15.07.2024,15.07.2024,Санкт-Петербург,SN1240528001,да,,CB.002.0240.001,1,
B21,NEPU6006861,30.05.2024,15.07.2024,15.07.2024,Санкт-Петербург,SN1240528001,да,,CB.002.0605.001,5,
B21,NEPU6006861,30.05.2024,15.07.2024,15.07.2024,Санкт-Петербург,SN1240528001,да,,CB.002.0350.0001,10,
B21,NEPU6006861,30.05.2024,15.07.2024,15.07.2024,Санкт-Петербург,SN1240528001,да,,CB.002.0640.001,5,
B21,NEPU6006861,30.05.2024,15.07.2024,15.07.2024,Санкт-Петербург,SN1240528001,да,,CB.002.0603.001,15,
B21,NEPU6006861,30.05.2024,15.07.2024,15.07.2024,Санкт-Петербург,SN1240528001,да,,CB.002.0203.001,15,
B21,NEPU6006861,30.05.2024,15.07.2024,15.07.2024,Санкт-Петербург,SN1240528001,да,,C.01.SPF02.0016,170,
B21,NEPU6006861,30.05.2024,15.07.2024,15.07.2024,Санкт-Петербург,SN1240528001,да,,C.01.SPF02.0020,85,
B21,NEPU6006861,30.05.2024,15.07.2024,15.07.2024,Санкт-Петербург,SN1240528001,да,,C.01.SPF02.0014,80,
B21,NEPU6006861,30.05.2024,15.07.2024,15.07.2024,Санкт-Петербург,SN1240528001,да,,C.01.SPF02.0021,170,
B21,NEPU6006861,30.05.2024,15.07.2024,15.07.2024,Санкт-Петербург,SN1240528001,да,,C.01.SPF02.0019,165,
B22,TBJU7215710,06.06.2024,12.07.2024,20.07.2024,Селятино,SN1240606003,да,,CB.002.0603.001,70,
B22,TBJU7215710,06.06.2024,12.07.2024,20.07.2024,Селятино,SN1240606003,да,,CB.002.0603.001,238,
B22,TBJU7215710,06.06.2024,12.07.2024,20.07.2024,Селятино,SN1240606003,да,,AF.05.01.0020,20,
B22,TBJU7215710,06.06.2024,12.07.2024,20.07.2024,Селятино,SN1240606003,да,,C.01.SPF02.0014,200,
B22,TBJU7215710,06.06.2024,12.07.2024,20.07.2024,Селятино,SN1240606003,да,,C.01.SPF02.0016,196,
B23,SEKU6585299,07.06.2024,19.07.2024,24.07.2024,Электроугли,SN1240606004A,да,,CB.002.0203.001,52,
B23,SEKU6585299,07.06.2024,19.07.2024,24.07.2024,Электроугли,SN1240606004A,да,,CB.002.0203.001,500,
B24,NEPU4586328,07.06.2024,19.07.2024,24.07.2024,Электроугли,SN1240606004B,да,,CB.002.0203.001,406,
B24,NEPU4586328,07.06.2024,19.07.2024,24.07.2024,Электроугли,SN1240606004B,да,,CB.002.0206.001,100,
B24,NEPU4586328,07.06.2024,19.07.2024,24.07.2024,Электроугли,SN1240606004B,да,,AF.05.01.0020,30,
H5,SMGU5566383,12.06.2024,17.07.2024,13.07.2024,Электроугли,SN1240612001,да,,C.01.SPF02.0020,196,
H5,SMGU5566383,12.06.2024,17.07.2024,13.07.2024,Электроугли,SN1240612001,да,,C.01.SPF02.0012,196,
H5,SMGU5566383,12.06.2024,17.07.2024,13.07.2024,Электроугли,SN1240612001,да,,1.01.18.0314,196,
H5,SMGU5566383,12.06.2024,17.07.2024,13.07.2024,Электроугли,SN1240612001,да,,C.01.SPF02.0015,2,
H5,SMGU5566383,12.06.2024,17.07.2024,13.07.2024,Электроугли,SN1240612001,да,,C.01.SPF02.0019,18,
H5,SMGU5566383,12.06.2024,17.07.2024,13.07.2024,Электроугли,SN1240612001,да,,C.01.SPF02.0021,18,
H5,SMGU5566383,12.06.2024,17.07.2024,13.07.2024,Электроугли,SN1240612001,да,,CB.002.0204.003,276,
B25,SMGU8812990,14.06.2024,20.07.2024,13.07.2024,Электроугли,SN1240613003,да,,CB.002.0204.003,478,
B25,SMGU8812990,14.06.2024,20.07.2024,13.07.2024,Электроугли,SN1240613003,да,,CB.002.0203.001,42,
B25,SMGU8812990,14.06.2024,20.07.2024,13.07.2024,Электроугли,SN1240613003,да,,CB.002.0224.0003,12,
B25,SMGU8812990,14.06.2024,20.07.2024,13.07.2024,Электроугли,SN1240613003,да,,CB.002.0640.001,1,
B25,SMGU8812990,14.06.2024,20.07.2024,13.07.2024,Электроугли,SN1240613003,да,,AF.05.01.0020,1,
B25,SMGU8812990,14.06.2024,20.07.2024,13.07.2024,Электроугли,SN1240613003,да,,AF.05.01.0025,30,
B26,SMGU8803998,17.06.2024,20.07.2024,13.07.2024,Электроугли,SN1240617001,нет,,CB.002.0224.0003,188,
B26,SMGU8803998,17.06.2024,20.07.2024,13.07.2024,Электроугли,SN1240617001,нет,,CB.002.0204.0003,12,
B26,SMGU8803998,17.06.2024,20.07.2024,13.07.2024,Электроугли,SN1240617001,нет,,C.01.SPF02.0013,395,
B26,SMGU8803998,17.06.2024,20.07.2024,13.07.2024,Электроугли,SN1240617001,нет,,1.01.18.0032,395,
B26,SMGU8803998,17.06.2024,20.07.2024,13.07.2024,Электроугли,SN1240617001,нет,,1.02.10.0010,50,
B26,SMGU8803998,17.06.2024,20.07.2024,13.07.2024,Электроугли,SN1240617001,нет,,1.02.10.0031,30,
B26,SMGU8803998,17.06.2024,20.07.2024,13.07.2024,Электроугли,SN1240617001,нет,,2.01.10.1348,8,
B26,SMGU8803998,17.06.2024,20.07.2024,13.07.2024,Электроугли,SN1240617001,нет,,2.01.10.1348,5,
B26,SMGU8803998,17.06.2024,20.07.2024,13.07.2024,Электроугли,SN1240617001,нет,,1.02.11.0049,1,
B26,SMGU8803998,17.06.2024,20.07.2024,13.07.2024,Электроугли,SN1240617001,нет,,1.02.11.0048,17,
B26,SMGU8803998,17.06.2024,20.07.2024,13.07.2024,Электроугли,SN1240617001,нет,,1.01.07.0824,4,
B26,SMGU8803998,17.06.2024,20.07.2024,13.07.2024,Электроугли,SN1240617001,нет,,1.01.07.0824,1,
B27,RBGU4304597,19.06.2024,25.07.2024,02.08.2024,Электроугли,SN1240617002,да,,CB.002.0204.003,30,
B27,RBGU4304597,19.06.2024,25.07.2024,02.08.2024,Электроугли,SN1240617002,да,,CB.002.0205.001,34,
B27,RBGU4304597,19.06.2024,25.07.2024,02.08.2024,Электроугли,SN1240617002,да,,CB.002.0350.0001,40,
B27,RBGU4304597,19.06.2024,25.07.2024,02.08.2024,Электроугли,SN1240617002,да,,CB.002.0204.0003,18,
B27,RBGU4304597,19.06.2024,25.07.2024,02.08.2024,Электроугли,SN1240617002,да,,CB.002.0603.001,100,
B27,RBGU4304597,19.06.2024,25.07.2024,02.08.2024,Электроугли,SN1240617002,да,,C.01.SPF02.0021,1,
B27,RBGU4304597,19.06.2024,25.07.2024,02.08.2024,Электроугли,SN1240617002,да,,C.01.SPF02.0016,491,
B28,HPCU4311053,06.07.2024,13.08.2024,21.08.2024,Электроугли,SN1240709001A,да,,CB.002.0604.001,50,
B28,HPCU4311053,06.07.2024,13.08.2024,21.08.2024,Электроугли,SN1240709001A,да,,CB.002.0604.001,38,
B28,HPCU4311053,06.07.2024,13.08.2024,21.08.2024,Электроугли,SN1240709001A,да,,CB.002.0604.001,50,
B28,HPCU4311053,06.07.2024,13.08.2024,21.08.2024,Электроугли,SN1240709001A,да,,CB.002.0604.001,50,
B28,HPCU4311053,06.07.2024,13.08.2024,21.08.2024,Электроугли,SN1240709001A,да,,CB.002.0604.0002,364,
BH29,HPCU4289480,08.07.2024,13.08.2024,16.08.2024,Электроугли,SN1240709001B,да,,C.01.SPF02.0015,500,
BH29,HPCU4289480,08.07.2024,13.08.2024,16.08.2024,Электроугли,SN1240709001B,да,,C.01.SPF02.0014,200,
BH29,HPCU4289480,08.07.2024,13.08.2024,16.08.2024,Электроугли,SN1240709001B,да,,CB.002.0604.001,12,
BH29,HPCU4289480,08.07.2024,13.08.2024,16.08.2024,Электроугли,SN1240709001B,да,,CB.002.0604.0002,136,
BH29,HPCU4289480,08.07.2024,13.08.2024,16.08.2024,Электроугли,SN1240709001B,да,,CB.002.0204.003,17,
B30,GESU4927407,16.07.2024,25.08.2024,15.08.2024,Электроугли,SN1240716001,нет,,CB.002.0603.001,552,
B31,GESU5257866,16.07.2024,25.08.2024,16.08.2024,Электроугли,SN1240716001,да,,CB.050.0224.0006,4,
B31,GESU5257866,16.07.2024,25.08.2024,16.08.2024,Электроугли,SN1240716001,да,,CB.002.0603.001,548,
B32,LGEU8326374,17.07.2024,25.08.2024,16.08.2024,Электроугли,SN1240716001,да,,CB.002.0604.001,50,
B32,LGEU8326374,17.07.2024,25.08.2024,16.08.2024,Электроугли,SN1240716001,да,,CB.002.0604.001,50,
B32,LGEU8326374,17.07.2024,25.08.2024,16.08.2024,Электроугли,SN1240716001,да,,CB.002.0604.001,50,
B32,LGEU8326374,17.07.2024,25.08.2024,16.08.2024,Электроугли,SN1240716001,да,,CB.002.0604.001,50,
B32,LGEU8326374,17.07.2024,25.08.2024,16.08.2024,Электроугли,SN1240716001,да,,CB.050.0224.0006,87,
B32,LGEU8326374,17.07.2024,25.08.2024,16.08.2024,Электроугли,SN1240716001,да,,CB.002.0205.001,98,
B32,LGEU8326374,17.07.2024,25.08.2024,16.08.2024,Электроугли,SN1240716001,да,,CB.002.0240.001,92,
BH33,XAPU1809460,26.07.2024,06.09.2024,,Электроугли,SN1240724001,нет,,CB.002.0205.001,1,
BH33,XAPU1809460,26.07.2024,06.09.2024,,Электроугли,SN1240724001,нет,,CB.002.0207.001,52,
BH33,XAPU1809460,26.07.2024,06.09.2024,,Электроугли,SN1240724001,нет,,CB.002.0240.001,58,
BH33,XAPU1809460,26.07.2024,06.09.2024,,Электроугли,SN1240724001,нет,,CB.002.0603.001,127,
BH33,XAPU1809460,26.07.2024,06.09.2024,,Электроугли,SN1240724001,нет,,C.01.SPF02.0016,4,
BH33,XAPU1809460,26.07.2024,06.09.2024,,Электроугли,SN1240724001,нет,,C.01.SPF02.0020,4,
BH33,XAPU1809460,26.07.2024,06.09.2024,,Электроугли,SN1240724001,нет,,C.01.SPF02.0012,4,
BH33,XAPU1809460,26.07.2024,06.09.2024,,Электроугли,SN1240724001,нет,,1.01.18.0314,4,
BH33,XAPU1809460,26.07.2024,06.09.2024,,Электроугли,SN1240724001,нет,,C.01.SPF02.0013,5,
BH33,XAPU1809460,26.07.2024,06.09.2024,,Электроугли,SN1240724001,нет,,1.01.18.0032,5,
BH33,XAPU1809460,26.07.2024,06.09.2024,,Электроугли,SN1240724001,нет,,C.01.SPF02.0016,9,
BH33,XAPU1809460,26.07.2024,06.09.2024,,Электроугли,SN1240724001,нет,,C.01.SPF02.0020,280,
BH33,XAPU1809460,26.07.2024,06.09.2024,,Электроугли,SN1240724001,нет,,N.02.AMZ01.0030,1,
BH33,XAPU1809460,26.07.2024,06.09.2024,,Электроугли,SN1240724001,нет,,Spare parts for GWH,10 276,
B34,BEAU4879889,03.08.2024,18.09.2024,,Селятино,SN1240803001A,нет,,CB.002.0203.001,550,
B35,TDRU8826156,05.08.2024,18.09.2024,,Селятино,SN1240803001B,нет,,CB.002.0203.001,550,
B36,NEPU4572725,08.09.2024,20.09.2024,,Электроугли,SN1240808001,нет,,CB.002.0203.001,373,
B36,NEPU4572725,08.09.2024,20.09.2024,,Электроугли,SN1240808001,нет,,CB.002.0640.001,100,
B36,NEPU4572725,08.09.2024,20.09.2024,,Электроугли,SN1240808001,нет,,AF.05.01.0020,63,
B36,NEPU4572725,08.09.2024,20.09.2024,,Электроугли,SN1240808001,нет,,AF.05.01.0020,27,
B36,NEPU4572725,08.09.2024,20.09.2024,,Электроугли,SN1240808001,нет,,AF.05.01.0020,10,
B37,SEKU6518990,08.09.2024,20.09.2024,,Электроугли,SN1240808002,нет,,CB.050.0224.0005,552,
B38,SEKU654990,09.08.2024,20.09.2024,,Белый Раст,SN1240813002,нет,,CB.002.0203.001,115,
B38,SEKU654990,09.08.2024,20.09.2024,,Белый Раст,SN1240813002,нет,,CB.002.0603.001,437,
B39,XHCU5294480,13.08.2024,20.09.2024,,Селятино,SN1240813001A,нет,,CB.002.0603.001,540,
B39,XHCU5294480,13.08.2024,20.09.2024,,Селятино,SN1240813001A,нет,,CB.002.0203.001,12,
B40,CICU2579602,13.08.2024,20.09.2024,,Селятино,SN1240813001B,нет,,CB.002.0204.003,529,
B40,CICU2579602,13.08.2024,20.09.2024,,Селятино,SN1240813001B,нет,,CB.002.0603.001,23,
B41,NWRU6006253,13.08.2024,20.09.2024,,Селятино,SN1240813001C,нет,,CB.002.0204.003,552,
B42,CICU2484092,13.08.2024,27.09.2024,,Селятино,SN1240815003A,нет,,CB.050.0224.0006,400,
B42,CICU2484092,13.08.2024,27.09.2024,,Селятино,SN1240815003A,нет,,CB.002.0606.0001,114,
B43,FWRU0355291,13.08.2024,27.09.2024,,Селятино,SN1240815003B,нет,,CB.050.0224.0005,72,
B43,FWRU0355291,13.08.2024,27.09.2024,,Селятино,SN1240815003B,нет,,CB.002.0204.003,5,
B43,FWRU0355291,13.08.2024,27.09.2024,,Селятино,SN1240815003B,нет,,CB.050.0224.0006,224,
B43,FWRU0355291,13.08.2024,27.09.2024,,Селятино,SN1240815003B,нет,,CB.002.0606.0001,179,
B44,RBGU4163821,20.08.2024,27.09.2024,,Селятино,,нет,,CB.033.1404.0002,190,
B44,RBGU4163821,20.08.2024,27.09.2024,,Селятино,,нет,,CB.033.0603.0001,200,
B44,RBGU4163821,20.08.2024,27.09.2024,,Селятино,,нет,,CB.033.0606.0001,100,
B44,RBGU4163821,20.08.2024,27.09.2024,,Селятино,,нет,,CB.033.0640.0001,13,
